Date,Open,High,Low,Close,Adj Close,Volume
2020-05-11,11.269444,11.611111,10.138889,11.000000,11.000000,255600
2020-05-12,10.888889,11.944444,10.888889,11.433333,11.433333,156600
2020-05-13,11.638889,12.194444,11.455556,12.000000,12.000000,119700
2020-05-14,12.194444,12.833333,11.666667,11.888889,11.888889,200700
2020-05-15,12.222222,12.222222,11.000000,11.111111,11.111111,108000
2020-05-18,11.666667,12.766667,11.638889,11.888889,11.888889,207900
2020-05-19,12.083333,12.083333,11.666667,11.694444,11.694444,45000
2020-05-20,11.750000,11.833333,11.111111,11.833333,11.833333,212400
2020-05-21,11.555556,11.555556,10.638889,10.833333,10.833333,188100
2020-05-22,10.916667,11.666667,10.916667,11.500000,11.500000,86400
2020-05-26,11.555556,11.772222,10.888889,11.666667,11.666667,135000
2020-05-27,12.194444,12.216667,11.888889,12.111111,12.111111,110700
2020-05-28,12.111111,12.555556,12.111111,12.333333,12.333333,126900
2020-05-29,12.638889,13.944444,12.444444,13.555556,13.555556,340200
2020-06-01,14.444444,15.310000,14.444444,15.277778,15.277778,242100
2020-06-02,16.240000,21.665556,16.222221,19.666668,19.666668,1353600
2020-06-03,21.611111,24.333332,21.006666,22.111111,22.111111,688500
2020-06-04,22.916668,26.666668,22.833332,26.610889,26.610889,474300
2020-06-05,28.110001,28.835556,20.666668,24.776667,24.776667,614700
2020-06-08,25.430555,25.500000,21.138889,21.583332,21.583332,468900
2020-06-09,22.056667,23.694445,20.888889,22.500000,22.500000,261000
2020-06-10,23.111111,25.222221,22.444445,24.222221,24.222221,336600
2020-06-11,23.111111,23.111111,20.583332,21.111111,21.111111,533700
2020-06-12,22.766666,22.777779,21.000000,21.722221,21.722221,179100
2020-06-15,20.445557,22.111111,17.778889,21.666668,21.666668,303300
2020-06-16,22.611111,23.277779,22.222221,22.777779,22.777779,176400
2020-06-17,22.888889,22.888889,21.488890,21.622223,21.622223,199800
2020-06-18,22.166668,22.166668,21.622223,21.805555,21.805555,129600
2020-06-19,22.554443,22.694445,18.555555,19.222221,19.222221,562500
2020-06-22,19.166668,19.166668,13.613333,14.944444,14.944444,2544300
2020-06-23,15.111111,15.748889,12.111111,12.166667,12.166667,1601100
2020-06-24,12.111111,12.166667,8.666667,11.388889,11.388889,3496500
2020-06-25,11.666667,11.888889,10.574444,10.921111,10.921111,864900
2020-06-26,10.777778,10.861111,9.500000,9.663333,9.663333,926100
2020-06-29,8.721111,9.655556,8.666667,9.333333,9.333333,1017900
2020-06-30,9.333333,10.886667,8.916667,10.777778,10.777778,1047600
2020-07-01,11.611111,13.138889,11.111111,12.444444,12.444444,1279800
2020-07-02,13.443333,14.111111,11.138889,11.333333,11.333333,680400
2020-07-06,12.166667,12.425556,10.001111,10.111111,10.111111,982800
2020-07-07,10.112222,10.112222,9.177778,9.250000,9.250000,1639800
2020-07-08,9.252222,10.333333,9.224444,9.388889,9.388889,1482300
2020-07-09,9.416667,9.444444,8.056667,8.555556,8.555556,2014200
2020-07-10,8.361111,8.375556,7.781111,7.806667,7.806667,1344600
2020-07-13,7.788889,9.052778,7.777778,8.280000,8.280000,793800
2020-07-14,8.444444,9.665556,8.222222,9.333333,9.333333,418500
2020-07-15,9.388889,9.966667,9.108889,9.750000,9.750000,572400
2020-07-16,9.615556,9.638889,8.111111,8.322222,8.322222,1044900
2020-07-17,8.361111,8.415556,7.838889,7.916667,7.916667,866700
2020-07-20,8.138889,8.194444,7.390000,7.801111,7.801111,853200
2020-07-21,7.890000,9.044444,7.873333,8.755556,8.755556,631800
2020-07-22,8.888889,9.555556,8.683333,9.522222,9.522222,365400
2020-07-23,9.778889,12.000000,9.694444,10.788889,10.788889,1698300
2020-07-24,11.304444,11.988889,10.111111,11.944444,11.944444,888300
2020-07-27,13.722222,17.223333,13.694444,15.888889,15.888889,2672100
2020-07-28,16.288889,17.194445,13.111111,14.000000,14.000000,1795500
2020-07-29,14.000000,14.055556,11.055556,11.119444,11.119444,3170700
2020-07-30,11.638889,12.666667,9.837778,12.111111,12.111111,2123100
2020-07-31,12.806667,13.283333,10.777778,11.222222,11.222222,1764900
2020-08-03,11.974444,13.997778,11.965556,12.177778,12.177778,2704500
2020-08-04,12.472222,12.611111,11.550000,12.555556,12.555556,794700
2020-08-05,13.111111,13.444444,12.750000,12.933333,12.933333,864000
2020-08-06,12.933333,13.111111,11.122222,11.638889,11.638889,1758600
2020-08-07,11.694444,11.888889,9.994444,10.555556,10.555556,2139300
2020-08-10,10.750000,11.542222,10.333333,10.722222,10.722222,903600
2020-08-11,10.554444,10.722222,9.375556,9.375556,9.375556,1997100
2020-08-12,9.411111,10.305556,8.901111,8.917778,8.917778,1675800
2020-08-13,9.138889,9.653333,8.923333,9.416667,9.416667,1064700
2020-08-14,9.750000,10.221111,9.177778,9.333333,9.333333,2050200
2020-08-17,9.472222,9.555556,8.864444,9.322222,9.322222,1318500
2020-08-18,9.388889,9.388889,8.900000,8.961111,8.961111,942300
2020-08-19,8.583333,8.611111,7.445556,7.677778,7.677778,3987900
2020-08-20,7.777778,8.000000,6.868889,6.933333,6.933333,2993400
2020-08-21,6.921111,7.974444,6.666667,7.544444,7.544444,1995300
2020-08-24,7.777778,8.138889,6.722222,7.217222,7.217222,1395000
2020-08-25,7.208333,7.211111,6.677778,6.972222,6.972222,1404900
2020-08-26,6.944444,7.388889,6.738889,7.213333,7.213333,685800
2020-08-27,7.233333,7.327778,6.666667,6.711111,6.711111,1019700
2020-08-28,6.763889,6.944444,6.344444,6.542222,6.542222,1635300
2020-08-31,7.083333,7.083333,6.005556,6.194444,6.194444,3234600
2020-09-01,6.277778,6.988889,6.222222,6.870000,6.870000,3080700
2020-09-02,6.768889,6.768889,6.223333,6.253333,6.253333,1956600
2020-09-03,6.277778,6.638889,5.944444,6.010000,6.010000,1609200
2020-09-04,6.250000,6.388889,5.797778,6.188889,6.188889,1301400
2020-09-08,5.655556,5.922222,5.361111,5.472222,5.472222,2027700
2020-09-09,5.666667,5.900000,5.388889,5.665556,5.665556,1322100
2020-09-10,6.054444,6.083333,5.561111,5.561111,5.561111,756900
2020-09-11,5.583333,5.666667,5.333333,5.488889,5.488889,538200
2020-09-14,5.555556,5.861111,5.361111,5.377778,5.377778,751500
2020-09-15,5.428889,5.492222,5.111111,5.333333,5.333333,939600
2020-09-16,5.583333,5.611111,5.177778,5.248889,5.248889,736200
2020-09-17,5.138889,5.550000,5.022222,5.301111,5.301111,788400
2020-09-18,5.305556,5.550000,5.140000,5.277778,5.277778,670500
2020-09-21,5.140000,5.140000,4.777778,5.022222,5.022222,904500
2020-09-22,5.033333,5.166667,4.788889,5.166667,5.166667,399600
2020-09-23,5.091667,5.538889,4.805556,4.812222,4.812222,524700
2020-09-24,4.941111,4.993333,4.672222,4.688889,4.688889,1780200
2020-09-25,4.748667,4.788889,4.611111,4.720000,4.720000,1198800
2020-09-28,4.772778,4.822222,4.472222,4.565556,4.565556,1260000
2020-09-29,4.558333,4.611111,4.416667,4.444444,4.444444,1226700
2020-09-30,4.450556,4.488889,4.255556,4.255556,4.255556,1113300
2020-10-01,4.366667,4.600000,4.258889,4.388889,4.388889,1462500
2020-10-02,4.361667,4.411111,4.233333,4.333333,4.333333,969300
2020-10-05,4.392222,4.553333,4.392222,4.537778,4.537778,430200
2020-10-06,4.635556,4.638889,4.356667,4.433333,4.433333,529200
2020-10-07,4.411111,4.754444,4.411111,4.748889,4.748889,572400
2020-10-08,4.755556,5.605556,4.748889,5.522222,5.522222,1630800
2020-10-09,5.666667,6.388889,5.665556,6.022222,6.022222,1720800
2020-10-12,6.455556,6.455556,5.876667,6.249444,6.249444,1697400
2020-10-13,6.322222,6.327778,5.444444,5.711111,5.711111,1302300
2020-10-14,5.868889,5.888889,5.144444,5.387778,5.387778,1064700
2020-10-15,5.350556,5.555556,5.122222,5.443333,5.443333,683100
2020-10-16,5.388889,5.695556,5.321111,5.627778,5.627778,638100
2020-10-19,5.694444,6.083333,5.694444,5.755556,5.755556,871200
2020-10-20,5.833333,5.911111,5.516667,5.542222,5.542222,873900
2020-10-21,5.688889,6.444444,5.688889,6.412222,6.412222,1723500
2020-10-22,6.833333,7.506667,6.400000,7.444444,7.444444,2691900
2020-10-23,7.556667,7.774444,6.766111,7.216667,7.216667,1629000
2020-10-26,7.222222,7.305556,6.055556,6.380000,6.380000,2256300
2020-10-27,6.733333,7.027778,6.288889,6.888889,6.888889,1493100
2020-10-28,6.638889,6.655556,6.112222,6.250000,6.250000,1557900
2020-10-29,6.250000,6.694444,6.233333,6.555556,6.555556,1023300
2020-10-30,6.666667,6.666667,6.111111,6.220000,6.220000,1163700
2020-11-02,6.277778,6.277778,6.038889,6.141111,6.141111,710100
2020-11-03,6.055556,6.115556,5.801111,5.888889,5.888889,1278900
2020-11-04,5.822222,6.188889,5.661111,5.855556,5.855556,2288700
