Date,Open,High,Low,Close,Adj Close,Volume
2020-05-11,0.559000,0.559000,0.520000,0.525000,0.525000,2008700
2020-05-12,0.530000,0.569000,0.528000,0.528000,0.528000,4001300
2020-05-13,0.532000,0.545000,0.510000,0.524000,0.524000,2334600
2020-05-14,0.525000,0.525000,0.470000,0.490000,0.490000,4478700
2020-05-15,0.519000,0.519000,0.474000,0.479000,0.479000,2326600
2020-05-18,0.500000,0.505000,0.473000,0.480000,0.480000,2604000
2020-05-19,0.480000,0.527000,0.463000,0.469000,0.469000,7077100
2020-05-20,0.470000,0.482000,0.450000,0.475000,0.475000,3248200
2020-05-21,0.475000,0.483000,0.452000,0.461000,0.461000,2711100
2020-05-22,0.470000,0.476000,0.454000,0.465000,0.465000,2007800
2020-05-26,0.480000,0.500000,0.462000,0.477000,0.477000,4171300
2020-05-27,0.520000,0.534000,0.485000,0.502000,0.502000,5714800
2020-05-28,0.509000,0.512000,0.480000,0.480000,0.480000,2335000
2020-05-29,0.486000,0.490000,0.451000,0.467000,0.467000,1887400
2020-06-01,0.486000,0.489000,0.451000,0.453000,0.453000,2035700
2020-06-02,0.463000,0.463000,0.422000,0.435000,0.435000,3453600
2020-06-03,0.437000,0.454000,0.420000,0.428000,0.428000,2379800
2020-06-04,0.429000,0.439000,0.411000,0.424000,0.424000,2543000
2020-06-05,0.440000,0.480000,0.420000,0.477000,0.477000,5769800
2020-06-08,0.500000,0.530000,0.475000,0.498000,0.498000,8725400
2020-06-09,0.517000,0.535000,0.478000,0.518000,0.518000,11299700
2020-06-10,0.440000,0.473000,0.423000,0.454000,0.454000,8980700
2020-06-11,0.421000,0.436000,0.400000,0.403000,0.403000,4840700
2020-06-12,0.420000,0.425000,0.391000,0.410000,0.410000,4494000
2020-06-15,0.399000,0.408000,0.370000,0.400000,0.400000,4013100
2020-06-16,0.415000,0.420000,0.393000,0.400000,0.400000,5052100
2020-06-17,0.395000,0.440000,0.390000,0.424000,0.424000,4073500
2020-06-18,0.420000,0.469000,0.401000,0.448000,0.448000,8629900
2020-06-19,0.450000,0.450000,0.411000,0.411000,0.411000,3613300
2020-06-22,0.420000,0.420000,0.400000,0.407000,0.407000,3140500
2020-06-23,0.410000,0.435000,0.408000,0.421000,0.421000,3091500
2020-06-24,0.428000,0.428000,0.391000,0.410000,0.410000,3172700
2020-06-25,0.401000,0.412000,0.390000,0.412000,0.412000,2151400
2020-06-26,0.400000,0.405000,0.382000,0.400000,0.400000,12861700
2020-06-29,0.404000,0.410000,0.380000,0.400000,0.400000,2428100
2020-06-30,0.392000,0.409000,0.390000,0.390000,0.390000,1875600
2020-07-01,0.400000,0.400000,0.373000,0.377000,0.377000,3072500
2020-07-02,0.377000,0.389000,0.360000,0.362000,0.362000,2133000
2020-07-06,0.370000,0.390000,0.365000,0.383000,0.383000,2009300
2020-07-07,0.382000,0.385000,0.370000,0.384000,0.384000,876500
2020-07-08,0.380000,0.410000,0.380000,0.391000,0.391000,1579100
2020-07-09,0.400000,0.420000,0.390000,0.416000,0.416000,1790700
2020-07-10,0.420000,0.429000,0.401000,0.419000,0.419000,1988100
2020-07-13,0.437000,0.439000,0.420000,0.425000,0.425000,1878800
2020-07-14,0.417000,0.425000,0.400000,0.418000,0.418000,2105100
2020-07-15,0.408000,0.420000,0.403000,0.404000,0.404000,704400
2020-07-16,0.403000,0.416000,0.400000,0.409000,0.409000,827800
2020-07-17,0.410000,0.446000,0.400000,0.430000,0.430000,1882500
2020-07-20,0.450000,0.460000,0.431000,0.460000,0.460000,2986200
2020-07-21,0.470000,0.480000,0.430000,0.460000,0.460000,1735800
